sample	primer	fwd_mismatch	rev_mismatch	count_N	amplicon_size	amplicon_perc_N
24197006|241217059	SARS-CoV-2_1200_5	0	0	0	1140	0
24197006|241217059	SARS-CoV-2_1200_6	0	0	0	1158	0
24197006|241217059	SARS-CoV-2_1200_7	0	0	0	1140	0
24197006|241217059	SARS-CoV-2_1200_8	0	0	0	1141	0
24197006|241217059	SARS-CoV-2_1200_9	0	0	0	1140	0
24197006|241217059	SARS-CoV-2_1200_10	0	0	0	1141	0
24197006|241217059	SARS-CoV-2_1200_11	0	0	0	1117	0
24197006|241217059	SARS-CoV-2_1200_12	0	0	0	1140	0
24197006|241217059	SARS-CoV-2_1200_13	0	0	0	1140	0
24197006|241217059	SARS-CoV-2_1200_14	0	0	0	1141	0
24197006|241217059	SARS-CoV-2_1200_15	0	0	0	1140	0
24197006|241217059	SARS-CoV-2_1200_16	0	0	0	1140	0
24197006|241217059	SARS-CoV-2_1200_17	0	0	0	1140	0
24197006|241217059	SARS-CoV-2_1200_18	0	0	0	1142	0
24197006|241217059	SARS-CoV-2_1200_19	0	0	0	1154	0
24197006|241217059	SARS-CoV-2_1200_20	0	0	0	1140	0
24197006|241217059	SARS-CoV-2_1200_21	0	0	0	1140	0
24197006|241217059	SARS-CoV-2_1200_22	1	0	0	1151	0
24197006|241217059	SARS-CoV-2_1200_23	1	0	0	1150	0
24197006|241217059	SARS-CoV-2_1200_24	0	0	0	1121	0
24197006|241217059	SARS-CoV-2_1200_25	0	0	0	1140	0
24197006|241217059	SARS-CoV-2_1200_26	0	0	0	1140	0
24197006|241217059	SARS-CoV-2_1200_27	1	0	0	1144	0
24197006|241217059	SARS-CoV-2_1200_28	0	1	0	1128	0
24197008|241217059	SARS-CoV-2_1200_2	0	0	0	1140	0
24197008|241217059	SARS-CoV-2_1200_3	0	0	0	1141	0
24197008|241217059	SARS-CoV-2_1200_4	0	0	0	1140	0
24197008|241217059	SARS-CoV-2_1200_5	0	0	0	1140	0
24197008|241217059	SARS-CoV-2_1200_6	0	0	0	1158	0
24197008|241217059	SARS-CoV-2_1200_7	0	0	0	1140	0
24197008|241217059	SARS-CoV-2_1200_8	0	0	0	1141	0
24197008|241217059	SARS-CoV-2_1200_9	0	0	0	1140	0
24197008|241217059	SARS-CoV-2_1200_10	0	0	0	1141	0
24197008|241217059	SARS-CoV-2_1200_11	0	0	0	1117	0
24197008|241217059	SARS-CoV-2_1200_12	0	0	0	1140	0
24197008|241217059	SARS-CoV-2_1200_13	1	0	0	1140	0
24197008|241217059	SARS-CoV-2_1200_14	0	0	0	1141	0
24197008|241217059	SARS-CoV-2_1200_15	0	0	0	1140	0
24197008|241217059	SARS-CoV-2_1200_16	0	0	0	1140	0
24197008|241217059	SARS-CoV-2_1200_17	0	0	0	1140	0
24197008|241217059	SARS-CoV-2_1200_18	0	0	0	1142	0
24197008|241217059	SARS-CoV-2_1200_19	0	0	0	1154	0
24197008|241217059	SARS-CoV-2_1200_20	0	0	0	1140	0
24197008|241217059	SARS-CoV-2_1200_21	0	0	0	1140	0
24197008|241217059	SARS-CoV-2_1200_22	1	0	0	1151	0
24197008|241217059	SARS-CoV-2_1200_23	1	0	0	1150	0
24197008|241217059	SARS-CoV-2_1200_24	0	0	0	1121	0
24197008|241217059	SARS-CoV-2_1200_25	0	0	0	1140	0
24197008|241217059	SARS-CoV-2_1200_26	0	0	0	1140	0
24197008|241217059	SARS-CoV-2_1200_27	1	0	0	1144	0
24197008|241217059	SARS-CoV-2_1200_28	0	1	0	1128	0
24197010|241217059	SARS-CoV-2_1200_2	0	0	0	1140	0
24197010|241217059	SARS-CoV-2_1200_3	0	0	0	1141	0
24197010|241217059	SARS-CoV-2_1200_4	0	0	0	1140	0
24197010|241217059	SARS-CoV-2_1200_5	0	0	0	1140	0
24197010|241217059	SARS-CoV-2_1200_6	0	0	0	1158	0
24197010|241217059	SARS-CoV-2_1200_7	0	0	0	1140	0
24197010|241217059	SARS-CoV-2_1200_8	0	0	0	1141	0
24197010|241217059	SARS-CoV-2_1200_9	0	0	0	1140	0
24197010|241217059	SARS-CoV-2_1200_10	0	0	0	1141	0
24197010|241217059	SARS-CoV-2_1200_11	0	0	0	1117	0
24197010|241217059	SARS-CoV-2_1200_12	0	0	0	1140	0
24197010|241217059	SARS-CoV-2_1200_13	0	0	0	1140	0
24197010|241217059	SARS-CoV-2_1200_14	0	0	0	1141	0
24197010|241217059	SARS-CoV-2_1200_15	0	0	0	1140	0
24197010|241217059	SARS-CoV-2_1200_16	0	0	0	1140	0
24197010|241217059	SARS-CoV-2_1200_17	0	0	0	1140	0
24197010|241217059	SARS-CoV-2_1200_18	0	0	0	1142	0
24197010|241217059	SARS-CoV-2_1200_19	0	0	0	1154	0
24197010|241217059	SARS-CoV-2_1200_20	0	0	0	1140	0
24197010|241217059	SARS-CoV-2_1200_21	0	0	0	1140	0
24197010|241217059	SARS-CoV-2_1200_22	1	0	0	1151	0
24197010|241217059	SARS-CoV-2_1200_23	1	0	0	1150	0
24197010|241217059	SARS-CoV-2_1200_24	0	0	0	1121	0
24197010|241217059	SARS-CoV-2_1200_25	0	0	0	1140	0
24197010|241217059	SARS-CoV-2_1200_26	0	0	0	1140	0
24197010|241217059	SARS-CoV-2_1200_27	1	0	0	1144	0
24197010|241217059	SARS-CoV-2_1200_28	0	1	0	1128	0
24197004|241217059	SARS-CoV-2_1200_2	0	0	0	1140	0
24197004|241217059	SARS-CoV-2_1200_3	0	0	0	1141	0
24197004|241217059	SARS-CoV-2_1200_4	0	0	0	1140	0
24197004|241217059	SARS-CoV-2_1200_5	0	0	0	1140	0
24197004|241217059	SARS-CoV-2_1200_6	0	0	0	1158	0
24197004|241217059	SARS-CoV-2_1200_7	0	0	0	1140	0
24197004|241217059	SARS-CoV-2_1200_8	0	0	0	1141	0
24197004|241217059	SARS-CoV-2_1200_9	0	0	0	1140	0
24197004|241217059	SARS-CoV-2_1200_10	0	0	0	1141	0
24197004|241217059	SARS-CoV-2_1200_11	0	0	0	1117	0
24197004|241217059	SARS-CoV-2_1200_12	0	0	0	1140	0
24197004|241217059	SARS-CoV-2_1200_13	0	0	0	1140	0
24197004|241217059	SARS-CoV-2_1200_14	0	0	0	1141	0
24197004|241217059	SARS-CoV-2_1200_15	0	0	0	1140	0
24197004|241217059	SARS-CoV-2_1200_16	1	0	0	1140	0
24197004|241217059	SARS-CoV-2_1200_17	0	0	0	1140	0
24197004|241217059	SARS-CoV-2_1200_18	0	0	0	1142	0
24197004|241217059	SARS-CoV-2_1200_19	0	0	0	1154	0
24197004|241217059	SARS-CoV-2_1200_20	0	0	0	1140	0
24197004|241217059	SARS-CoV-2_1200_21	0	0	0	1143	0
24197004|241217059	SARS-CoV-2_1200_23	1	0	986	1153	85.516
24197004|241217059	SARS-CoV-2_1200_25	0	0	0	1140	0
24197004|241217059	SARS-CoV-2_1200_26	1	0	0	1140	0
24197004|241217059	SARS-CoV-2_1200_27	1	0	0	1090	0
24197004|241217059	SARS-CoV-2_1200_28	0	1	0	1128	0
24189419|241217059	SARS-CoV-2_1200_2	0	0	0	1140	0
24189419|241217059	SARS-CoV-2_1200_3	0	0	0	1141	0
24189419|241217059	SARS-CoV-2_1200_4	0	0	0	1140	0
24189419|241217059	SARS-CoV-2_1200_5	0	0	0	1140	0
24189419|241217059	SARS-CoV-2_1200_6	0	0	0	1158	0
24189419|241217059	SARS-CoV-2_1200_7	0	0	0	1140	0
24189419|241217059	SARS-CoV-2_1200_8	0	0	0	1141	0
24189419|241217059	SARS-CoV-2_1200_9	0	0	0	1140	0
24189419|241217059	SARS-CoV-2_1200_10	0	0	0	1141	0
24189419|241217059	SARS-CoV-2_1200_11	0	0	0	1117	0
24189419|241217059	SARS-CoV-2_1200_12	0	0	0	1140	0
24189419|241217059	SARS-CoV-2_1200_13	0	0	0	1140	0
24189419|241217059	SARS-CoV-2_1200_14	0	0	0	1141	0
24189419|241217059	SARS-CoV-2_1200_15	0	0	0	1140	0
24189419|241217059	SARS-CoV-2_1200_16	0	0	0	1140	0
24189419|241217059	SARS-CoV-2_1200_17	0	0	0	1140	0
24189419|241217059	SARS-CoV-2_1200_18	0	0	0	1142	0
24189419|241217059	SARS-CoV-2_1200_19	0	0	0	1154	0
24189419|241217059	SARS-CoV-2_1200_20	0	0	0	1140	0
24189419|241217059	SARS-CoV-2_1200_21	0	0	0	1140	0
24189419|241217059	SARS-CoV-2_1200_22	1	0	0	1151	0
24189419|241217059	SARS-CoV-2_1200_23	1	0	0	1150	0
24189419|241217059	SARS-CoV-2_1200_24	0	0	0	1121	0
24189419|241217059	SARS-CoV-2_1200_25	0	0	0	1140	0
24189419|241217059	SARS-CoV-2_1200_26	0	0	0	1140	0
24189419|241217059	SARS-CoV-2_1200_27	1	0	0	1144	0
24189419|241217059	SARS-CoV-2_1200_28	0	1	0	1128	0
24191599|241217059	SARS-CoV-2_1200_2	0	0	0	1140	0
24191599|241217059	SARS-CoV-2_1200_3	0	0	0	1141	0
24191599|241217059	SARS-CoV-2_1200_4	0	0	0	1140	0
24191599|241217059	SARS-CoV-2_1200_5	0	0	0	1140	0
24191599|241217059	SARS-CoV-2_1200_6	0	0	0	1158	0
24191599|241217059	SARS-CoV-2_1200_7	0	0	0	1140	0
24191599|241217059	SARS-CoV-2_1200_8	0	0	0	1141	0
24191599|241217059	SARS-CoV-2_1200_9	0	0	0	1140	0
24191599|241217059	SARS-CoV-2_1200_10	0	0	0	1141	0
24191599|241217059	SARS-CoV-2_1200_11	0	0	0	1117	0
24191599|241217059	SARS-CoV-2_1200_12	0	0	0	1140	0
24191599|241217059	SARS-CoV-2_1200_13	0	0	0	1140	0
24191599|241217059	SARS-CoV-2_1200_14	0	0	0	1141	0
24191599|241217059	SARS-CoV-2_1200_15	0	0	0	1140	0
24191599|241217059	SARS-CoV-2_1200_16	0	0	0	1140	0
24191599|241217059	SARS-CoV-2_1200_17	0	0	0	1140	0
24191599|241217059	SARS-CoV-2_1200_18	0	0	0	1142	0
24191599|241217059	SARS-CoV-2_1200_19	0	0	0	1154	0
24191599|241217059	SARS-CoV-2_1200_20	0	0	0	1140	0
24191599|241217059	SARS-CoV-2_1200_21	0	0	0	1140	0
24191599|241217059	SARS-CoV-2_1200_22	1	0	0	1151	0
24191599|241217059	SARS-CoV-2_1200_23	1	0	0	1150	0
24191599|241217059	SARS-CoV-2_1200_24	0	0	0	1121	0
24191599|241217059	SARS-CoV-2_1200_25	0	0	0	1140	0
24191599|241217059	SARS-CoV-2_1200_26	0	0	0	1140	0
24191599|241217059	SARS-CoV-2_1200_27	1	0	0	1144	0
24191599|241217059	SARS-CoV-2_1200_28	0	1	0	1128	0
24193494|241217059	SARS-CoV-2_1200_2	0	0	0	1140	0
24193494|241217059	SARS-CoV-2_1200_3	0	0	0	1141	0
24193494|241217059	SARS-CoV-2_1200_4	0	0	0	1140	0
24193494|241217059	SARS-CoV-2_1200_5	0	0	0	1140	0
24193494|241217059	SARS-CoV-2_1200_6	0	0	0	1158	0
24193494|241217059	SARS-CoV-2_1200_7	0	0	0	1140	0
24193494|241217059	SARS-CoV-2_1200_8	0	0	0	1141	0
24193494|241217059	SARS-CoV-2_1200_9	0	0	0	1140	0
24193494|241217059	SARS-CoV-2_1200_10	0	0	0	1141	0
24193494|241217059	SARS-CoV-2_1200_11	0	0	0	1117	0
24193494|241217059	SARS-CoV-2_1200_12	0	0	0	1140	0
24193494|241217059	SARS-CoV-2_1200_13	0	0	0	1140	0
24193494|241217059	SARS-CoV-2_1200_14	0	0	0	1141	0
24193494|241217059	SARS-CoV-2_1200_15	0	0	0	1140	0
24193494|241217059	SARS-CoV-2_1200_16	0	0	0	1140	0
24193494|241217059	SARS-CoV-2_1200_17	0	0	0	1140	0
24193494|241217059	SARS-CoV-2_1200_18	0	0	0	1142	0
24193494|241217059	SARS-CoV-2_1200_19	0	0	0	1154	0
24193494|241217059	SARS-CoV-2_1200_20	0	0	0	1140	0
24193494|241217059	SARS-CoV-2_1200_21	0	0	0	1140	0
24193494|241217059	SARS-CoV-2_1200_22	1	0	0	1151	0
24193494|241217059	SARS-CoV-2_1200_23	1	0	0	1150	0
24193494|241217059	SARS-CoV-2_1200_24	0	0	0	1121	0
24193494|241217059	SARS-CoV-2_1200_25	0	0	0	1140	0
24193494|241217059	SARS-CoV-2_1200_26	0	0	0	1140	0
24193494|241217059	SARS-CoV-2_1200_27	1	0	0	1128	0
24193494|241217059	SARS-CoV-2_1200_28	0	1	0	1128	0
24196731|241217059	SARS-CoV-2_1200_2	0	0	0	1140	0
24196731|241217059	SARS-CoV-2_1200_3	0	0	0	1141	0
24196731|241217059	SARS-CoV-2_1200_4	0	0	0	1140	0
24196731|241217059	SARS-CoV-2_1200_5	0	0	0	1140	0
24196731|241217059	SARS-CoV-2_1200_6	0	0	0	1158	0
24196731|241217059	SARS-CoV-2_1200_7	0	0	0	1140	0
24196731|241217059	SARS-CoV-2_1200_8	0	0	0	1141	0
24196731|241217059	SARS-CoV-2_1200_9	0	0	0	1140	0
24196731|241217059	SARS-CoV-2_1200_10	0	0	0	1141	0
24196731|241217059	SARS-CoV-2_1200_11	0	0	0	1117	0
24196731|241217059	SARS-CoV-2_1200_12	0	0	0	1140	0
24196731|241217059	SARS-CoV-2_1200_13	0	0	0	1140	0
24196731|241217059	SARS-CoV-2_1200_14	0	0	0	1141	0
24196731|241217059	SARS-CoV-2_1200_15	0	0	0	1140	0
24196731|241217059	SARS-CoV-2_1200_16	0	1	0	1140	0
24196731|241217059	SARS-CoV-2_1200_17	0	0	0	1140	0
24196731|241217059	SARS-CoV-2_1200_18	0	0	0	1142	0
24196731|241217059	SARS-CoV-2_1200_19	0	0	0	1154	0
24196731|241217059	SARS-CoV-2_1200_20	0	0	0	1140	0
24196731|241217059	SARS-CoV-2_1200_21	0	0	0	1140	0
24196731|241217059	SARS-CoV-2_1200_22	1	0	0	1151	0
24196731|241217059	SARS-CoV-2_1200_23	1	0	0	1150	0
24196731|241217059	SARS-CoV-2_1200_24	0	0	0	1121	0
24196731|241217059	SARS-CoV-2_1200_25	0	0	0	1140	0
24196731|241217059	SARS-CoV-2_1200_26	0	0	0	1140	0
24196731|241217059	SARS-CoV-2_1200_27	1	0	0	1144	0
24196731|241217059	SARS-CoV-2_1200_28	0	1	0	1128	0
24193489|241217059	SARS-CoV-2_1200_2	0	0	0	1140	0
24193489|241217059	SARS-CoV-2_1200_3	0	0	0	1141	0
24193489|241217059	SARS-CoV-2_1200_4	0	0	0	1140	0
24193489|241217059	SARS-CoV-2_1200_5	0	0	0	1140	0
24193489|241217059	SARS-CoV-2_1200_6	0	0	0	1158	0
24193489|241217059	SARS-CoV-2_1200_7	0	0	0	1140	0
24193489|241217059	SARS-CoV-2_1200_8	0	0	0	1141	0
24193489|241217059	SARS-CoV-2_1200_9	0	0	0	1140	0
24193489|241217059	SARS-CoV-2_1200_10	0	0	0	1141	0
24193489|241217059	SARS-CoV-2_1200_11	0	0	0	1117	0
24193489|241217059	SARS-CoV-2_1200_12	0	0	0	1140	0
24193489|241217059	SARS-CoV-2_1200_13	0	0	0	1140	0
24193489|241217059	SARS-CoV-2_1200_14	0	0	0	1141	0
24193489|241217059	SARS-CoV-2_1200_15	1	0	0	1140	0
24193489|241217059	SARS-CoV-2_1200_16	0	0	0	1140	0
24193489|241217059	SARS-CoV-2_1200_17	0	0	0	1140	0
24193489|241217059	SARS-CoV-2_1200_18	0	0	0	1142	0
24193489|241217059	SARS-CoV-2_1200_19	0	0	0	1154	0
24193489|241217059	SARS-CoV-2_1200_20	0	0	0	1140	0
24193489|241217059	SARS-CoV-2_1200_21	0	0	0	1140	0
24193489|241217059	SARS-CoV-2_1200_22	1	0	0	1151	0
24193489|241217059	SARS-CoV-2_1200_23	1	0	0	1150	0
24193489|241217059	SARS-CoV-2_1200_24	0	0	0	1121	0
24193489|241217059	SARS-CoV-2_1200_25	1	0	0	1140	0
24193489|241217059	SARS-CoV-2_1200_26	0	0	0	1140	0
24193489|241217059	SARS-CoV-2_1200_27	1	0	0	1144	0
24193489|241217059	SARS-CoV-2_1200_28	0	1	0	1128	0
24191596|241217059	SARS-CoV-2_1200_2	0	0	0	1140	0
24191596|241217059	SARS-CoV-2_1200_3	0	0	0	1141	0
24191596|241217059	SARS-CoV-2_1200_4	0	0	0	1140	0
24191596|241217059	SARS-CoV-2_1200_5	0	0	0	1140	0
24191596|241217059	SARS-CoV-2_1200_6	0	0	0	1158	0
24191596|241217059	SARS-CoV-2_1200_7	0	0	0	1140	0
24191596|241217059	SARS-CoV-2_1200_8	0	0	0	1141	0
24191596|241217059	SARS-CoV-2_1200_9	0	0	0	1140	0
24191596|241217059	SARS-CoV-2_1200_10	0	0	0	1141	0
24191596|241217059	SARS-CoV-2_1200_11	0	0	0	1117	0
24191596|241217059	SARS-CoV-2_1200_12	0	0	0	1140	0
24191596|241217059	SARS-CoV-2_1200_13	0	0	0	1140	0
24191596|241217059	SARS-CoV-2_1200_14	0	0	0	1141	0
24191596|241217059	SARS-CoV-2_1200_15	0	0	0	1140	0
24191596|241217059	SARS-CoV-2_1200_16	0	0	0	1140	0
24191596|241217059	SARS-CoV-2_1200_17	0	0	0	1140	0
24191596|241217059	SARS-CoV-2_1200_18	0	0	0	1142	0
24191596|241217059	SARS-CoV-2_1200_19	0	0	0	1154	0
24191596|241217059	SARS-CoV-2_1200_20	0	0	0	1140	0
24191596|241217059	SARS-CoV-2_1200_21	0	0	0	1140	0
24191596|241217059	SARS-CoV-2_1200_22	1	0	0	1151	0
24191596|241217059	SARS-CoV-2_1200_23	1	0	0	1150	0
24191596|241217059	SARS-CoV-2_1200_24	0	0	0	1121	0
24191596|241217059	SARS-CoV-2_1200_25	1	0	0	1140	0
24191596|241217059	SARS-CoV-2_1200_26	0	0	0	1140	0
24191596|241217059	SARS-CoV-2_1200_27	1	0	0	1144	0
24191596|241217059	SARS-CoV-2_1200_28	0	1	0	1128	0
24189417|241217059	SARS-CoV-2_1200_2	0	0	0	1140	0
24189417|241217059	SARS-CoV-2_1200_3	0	0	0	1141	0
24189417|241217059	SARS-CoV-2_1200_4	0	0	0	1140	0
24189417|241217059	SARS-CoV-2_1200_5	0	0	0	1140	0
24189417|241217059	SARS-CoV-2_1200_6	0	0	0	1158	0
24189417|241217059	SARS-CoV-2_1200_7	1	0	0	1140	0
24189417|241217059	SARS-CoV-2_1200_8	0	0	0	1141	0
24189417|241217059	SARS-CoV-2_1200_9	0	0	0	1140	0
24189417|241217059	SARS-CoV-2_1200_10	0	0	0	1141	0
24189417|241217059	SARS-CoV-2_1200_11	0	0	0	1117	0
24189417|241217059	SARS-CoV-2_1200_12	0	0	0	1140	0
24189417|241217059	SARS-CoV-2_1200_13	0	0	0	1140	0
24189417|241217059	SARS-CoV-2_1200_14	0	0	0	1141	0
24189417|241217059	SARS-CoV-2_1200_15	0	0	0	1140	0
24189417|241217059	SARS-CoV-2_1200_16	0	0	0	1140	0
24189417|241217059	SARS-CoV-2_1200_17	0	0	0	1140	0
24189417|241217059	SARS-CoV-2_1200_18	0	0	0	1142	0
24189417|241217059	SARS-CoV-2_1200_19	0	0	0	1154	0
24189417|241217059	SARS-CoV-2_1200_20	0	0	0	1140	0
24189417|241217059	SARS-CoV-2_1200_21	0	0	0	1140	0
24189417|241217059	SARS-CoV-2_1200_22	1	0	0	1151	0
24189417|241217059	SARS-CoV-2_1200_23	1	0	0	1150	0
24189417|241217059	SARS-CoV-2_1200_24	0	0	0	1121	0
24189417|241217059	SARS-CoV-2_1200_25	1	1	0	1140	0
24189417|241217059	SARS-CoV-2_1200_26	0	0	0	1140	0
24189417|241217059	SARS-CoV-2_1200_27	1	0	0	1144	0
24189417|241217059	SARS-CoV-2_1200_28	0	1	0	1128	0
24191824|241217059	SARS-CoV-2_1200_3	0	0	0	1141	0
24191824|241217059	SARS-CoV-2_1200_4	0	0	0	1140	0
24191824|241217059	SARS-CoV-2_1200_5	0	0	0	1140	0
24191824|241217059	SARS-CoV-2_1200_6	0	0	76	1158	6.56304
24191824|241217059	SARS-CoV-2_1200_8	0	0	986	1141	86.4154
24191824|241217059	SARS-CoV-2_1200_10	0	0	110	1141	9.64067
24191824|241217059	SARS-CoV-2_1200_12	0	0	0	1140	0
24191824|241217059	SARS-CoV-2_1200_13	0	0	0	1140	0
24191824|241217059	SARS-CoV-2_1200_14	0	0	0	1141	0
24191824|241217059	SARS-CoV-2_1200_15	0	0	0	1140	0
24191824|241217059	SARS-CoV-2_1200_16	0	0	0	1140	0
24191824|241217059	SARS-CoV-2_1200_18	0	0	972	1142	85.1138
24191824|241217059	SARS-CoV-2_1200_23	1	0	413	1153	35.8196
24191824|241217059	SARS-CoV-2_1200_25	1	1	935	1140	82.0175
24191824|241217059	SARS-CoV-2_1200_27	1	0	1	1144	0.0874126
24191824|241217059	SARS-CoV-2_1200_28	0	1	0	1128	0
24189361|241217059	SARS-CoV-2_1200_8	0	0	986	1141	86.4154
24189361|241217059	SARS-CoV-2_1200_10	0	0	1019	1141	89.3076
24189361|241217059	SARS-CoV-2_1200_12	0	0	0	1140	0
24189361|241217059	SARS-CoV-2_1200_13	0	0	0	1140	0
24189361|241217059	SARS-CoV-2_1200_14	0	0	0	1141	0
24189361|241217059	SARS-CoV-2_1200_15	0	0	0	1140	0
24189361|241217059	SARS-CoV-2_1200_16	0	0	0	1140	0
24189361|241217059	SARS-CoV-2_1200_18	0	0	973	1142	85.2014
24189361|241217059	SARS-CoV-2_1200_27	1	0	961	1144	84.0035
24196729|241217059	SARS-CoV-2_1200_2	0	0	0	1140	0
24196729|241217059	SARS-CoV-2_1200_3	0	0	0	1141	0
24196729|241217059	SARS-CoV-2_1200_4	0	0	0	1140	0
24196729|241217059	SARS-CoV-2_1200_5	0	0	0	1140	0
24196729|241217059	SARS-CoV-2_1200_6	0	0	0	1158	0
24196729|241217059	SARS-CoV-2_1200_7	0	0	0	1140	0
24196729|241217059	SARS-CoV-2_1200_8	0	0	0	1141	0
24196729|241217059	SARS-CoV-2_1200_9	0	0	0	1140	0
24196729|241217059	SARS-CoV-2_1200_10	0	0	0	1141	0
24196729|241217059	SARS-CoV-2_1200_11	0	0	0	1117	0
24196729|241217059	SARS-CoV-2_1200_12	0	0	0	1140	0
24196729|241217059	SARS-CoV-2_1200_13	0	0	0	1140	0
24196729|241217059	SARS-CoV-2_1200_14	0	0	0	1141	0
24196729|241217059	SARS-CoV-2_1200_15	0	0	0	1140	0
24196729|241217059	SARS-CoV-2_1200_16	0	0	0	1140	0
24196729|241217059	SARS-CoV-2_1200_17	0	0	0	1140	0
24196729|241217059	SARS-CoV-2_1200_18	0	0	0	1142	0
24196729|241217059	SARS-CoV-2_1200_19	0	0	0	1154	0
24196729|241217059	SARS-CoV-2_1200_20	0	0	0	1140	0
24196729|241217059	SARS-CoV-2_1200_21	0	0	0	1140	0
24196729|241217059	SARS-CoV-2_1200_22	1	0	0	1151	0
24196729|241217059	SARS-CoV-2_1200_23	1	0	0	1150	0
24196729|241217059	SARS-CoV-2_1200_24	0	0	0	1121	0
24196729|241217059	SARS-CoV-2_1200_25	0	0	0	1140	0
24196729|241217059	SARS-CoV-2_1200_26	0	0	0	1140	0
24196729|241217059	SARS-CoV-2_1200_27	1	0	0	1144	0
24196729|241217059	SARS-CoV-2_1200_28	0	1	0	1128	0
24194582|241217059	SARS-CoV-2_1200_2	0	0	0	1140	0
24194582|241217059	SARS-CoV-2_1200_3	0	0	0	1141	0
24194582|241217059	SARS-CoV-2_1200_4	0	0	0	1140	0
24194582|241217059	SARS-CoV-2_1200_5	0	0	0	1140	0
24194582|241217059	SARS-CoV-2_1200_6	0	0	0	1158	0
24194582|241217059	SARS-CoV-2_1200_7	0	0	0	1140	0
24194582|241217059	SARS-CoV-2_1200_8	0	0	0	1141	0
24194582|241217059	SARS-CoV-2_1200_9	0	0	0	1140	0
24194582|241217059	SARS-CoV-2_1200_10	0	0	0	1141	0
24194582|241217059	SARS-CoV-2_1200_11	0	0	0	1117	0
24194582|241217059	SARS-CoV-2_1200_12	0	0	0	1140	0
24194582|241217059	SARS-CoV-2_1200_13	0	0	0	1140	0
24194582|241217059	SARS-CoV-2_1200_14	0	0	0	1141	0
24194582|241217059	SARS-CoV-2_1200_15	0	0	0	1140	0
24194582|241217059	SARS-CoV-2_1200_16	0	0	0	1140	0
24194582|241217059	SARS-CoV-2_1200_17	0	0	0	1140	0
24194582|241217059	SARS-CoV-2_1200_18	0	0	0	1142	0
24194582|241217059	SARS-CoV-2_1200_19	0	0	0	1154	0
24194582|241217059	SARS-CoV-2_1200_20	0	0	0	1140	0
24194582|241217059	SARS-CoV-2_1200_21	0	0	0	1140	0
24194582|241217059	SARS-CoV-2_1200_22	1	0	0	1151	0
24194582|241217059	SARS-CoV-2_1200_23	1	0	0	1150	0
24194582|241217059	SARS-CoV-2_1200_24	0	0	0	1121	0
24194582|241217059	SARS-CoV-2_1200_25	0	0	0	1140	0
24194582|241217059	SARS-CoV-2_1200_26	0	0	0	1140	0
24194582|241217059	SARS-CoV-2_1200_27	1	0	0	1144	0
24194582|241217059	SARS-CoV-2_1200_28	0	1	0	1128	0
24193487|241217059	SARS-CoV-2_1200_2	0	0	0	1140	0
24193487|241217059	SARS-CoV-2_1200_3	0	0	0	1141	0
24193487|241217059	SARS-CoV-2_1200_4	0	0	0	1140	0
24193487|241217059	SARS-CoV-2_1200_5	0	0	0	1140	0
24193487|241217059	SARS-CoV-2_1200_6	0	0	0	1158	0
24193487|241217059	SARS-CoV-2_1200_7	0	0	0	1140	0
24193487|241217059	SARS-CoV-2_1200_8	0	0	0	1141	0
24193487|241217059	SARS-CoV-2_1200_9	0	0	0	1140	0
24193487|241217059	SARS-CoV-2_1200_10	0	0	0	1141	0
24193487|241217059	SARS-CoV-2_1200_11	0	0	0	1117	0
24193487|241217059	SARS-CoV-2_1200_12	0	0	0	1140	0
24193487|241217059	SARS-CoV-2_1200_13	0	0	0	1140	0
24193487|241217059	SARS-CoV-2_1200_14	0	0	0	1141	0
24193487|241217059	SARS-CoV-2_1200_15	0	0	0	1140	0
24193487|241217059	SARS-CoV-2_1200_16	0	0	0	1140	0
24193487|241217059	SARS-CoV-2_1200_17	0	0	0	1140	0
24193487|241217059	SARS-CoV-2_1200_18	0	0	0	1142	0
24193487|241217059	SARS-CoV-2_1200_19	0	0	0	1154	0
24193487|241217059	SARS-CoV-2_1200_20	0	0	0	1140	0
24193487|241217059	SARS-CoV-2_1200_21	0	0	0	1140	0
24193487|241217059	SARS-CoV-2_1200_22	1	0	0	1151	0
24193487|241217059	SARS-CoV-2_1200_23	1	0	0	1150	0
24193487|241217059	SARS-CoV-2_1200_24	0	0	0	1121	0
24193487|241217059	SARS-CoV-2_1200_25	0	0	0	1140	0
24193487|241217059	SARS-CoV-2_1200_26	0	0	0	1140	0
24193487|241217059	SARS-CoV-2_1200_27	1	0	0	1144	0
24193487|241217059	SARS-CoV-2_1200_28	0	1	0	1128	0
24194583|241217059	SARS-CoV-2_1200_2	0	0	0	1140	0
24194583|241217059	SARS-CoV-2_1200_3	0	0	0	1141	0
24194583|241217059	SARS-CoV-2_1200_4	0	0	0	1140	0
24194583|241217059	SARS-CoV-2_1200_5	0	0	0	1140	0
24194583|241217059	SARS-CoV-2_1200_6	0	0	0	1158	0
24194583|241217059	SARS-CoV-2_1200_7	0	0	0	1140	0
24194583|241217059	SARS-CoV-2_1200_8	0	0	0	1141	0
24194583|241217059	SARS-CoV-2_1200_9	0	0	0	1140	0
24194583|241217059	SARS-CoV-2_1200_10	0	0	0	1141	0
24194583|241217059	SARS-CoV-2_1200_11	0	0	0	1117	0
24194583|241217059	SARS-CoV-2_1200_12	0	0	0	1140	0
